work_order_id,part_number_raw,part_number_clean,customer,quantity_ordered,machine_id,operator_id_raw,operator_id_clean,shift_code,lot_id_raw,lot_id_clean,order_date,scheduled_start,actual_start,complexity,material_type,requires_welding,std_labor_hrs
WO-14669,P1034,P-1034,Customer E,5,M02,OP015,OP015,Shift A,LOT-1130,LOT-1130,2024-08-21,2024-08-21 06:46:00,2024-08-21 07:41:00,Medium,12ga Steel,False,2.39
WO-14670,P-1033,P-1033,Customer F,24,M04,OP005,OP005,Shift A,LOT-1292,LOT-1292,2024-08-21,2024-08-21 04:44:00,2024-08-21 06:03:00,Medium,Stainless 304,True,4.52
WO-14671,P1005,P-1005,Customer C,10,M07,OP010,OP010,Shift B,LOT-1183,LOT-1183,2024-08-21,2024-08-21 14:22:00,2024-08-21 14:55:00,Low,16ga Steel,False,3.09
WO-14672,P-1016,P-1016,Customer G,14,M05,OP010,OP010,Shift B,LOT-1391,LOT-1391,2024-08-21,2024-08-21 13:03:00,2024-08-21 14:11:00,Low,14ga Steel,False,4.13
WO-14673,P-1019,P-1019,Customer E,19,M06,OP003,OP003,Shift B,L-1283,LOT-1283,2024-08-21,2024-08-21 14:25:00,2024-08-21 15:41:00,Medium,16ga Steel,True,0.85
WO-14674,P-1012,P-1012,Customer D,6,M04,OP002,OP002,Shift A,,LOT-1126,2024-08-21,2024-08-21 06:53:00,2024-08-21 07:37:00,Medium,"3/8"" Plate",False,1.39
WO-14675,PART-1027,P-1027,Customer F,25,M07,Angie Henderson,OP003,Shift B,LOT-1447,LOT-1447,2024-08-21,2024-08-21 14:09:00,2024-08-21 14:26:00,Medium,Stainless 304,False,3.84
WO-14676,P-1031,P-1031,Customer B,5,M05,OP001,OP001,Shift B,,LOT-1446,2024-08-22,2024-08-22 14:39:00,2024-08-22 15:52:00,Medium,"1/4"" Plate",True,3.44
WO-14677,P 1014,P-1014,Customer A,21,M04,OP004,OP004,Shift A,,LOT-1338,2024-08-22,2024-08-22 06:42:00,2024-08-22 07:56:00,Low,12ga Steel,False,0.62
WO-14678,P1025,P-1025,Customer C,22,M06,OP019,OP019,Shift A,LOT-1261,LOT-1261,2024-08-22,2024-08-22 06:03:00,2024-08-22 06:49:00,Medium,Stainless 304,False,4.83
WO-14679,PART-1009,P-1009,Customer A,8,M05,OP019,OP019,Shift A,LOT-1436,LOT-1436,2024-08-22,2024-08-22 06:16:00,2024-08-22 06:35:00,Medium,12ga Steel,False,4.93
WO-14680,P-1026,P-1026,Customer D,22,M06,OP013,OP013,,LOT-1408,LOT-1408,2024-08-22,2024-08-22 06:46:00,2024-08-22 07:20:00,High,14ga Steel,False,4.66
WO-14681,P 1017,P-1017,Customer D,19,M01,OP020,OP020,,LOT-1330,LOT-1330,2024-08-22,2024-08-22 06:59:00,2024-08-22 07:22:00,High,Aluminum 5052,False,4.9
WO-14682,P-1031,P-1031,Customer B,9,M05,OP015,OP015,Shift A,LOT-1193,LOT-1193,2024-08-22,2024-08-22 06:15:00,2024-08-22 06:21:00,Medium,"1/4"" Plate",True,3.44
WO-14683,P-1023,P-1023,Customer F,5,M02,OP001,OP001,Shift B,LOT-1476,LOT-1476,2024-08-22,2024-08-22 15:38:00,2024-08-22 15:55:00,Medium,12ga Steel,True,2.76
WO-14684,p-1014,P-1014,Customer A,16,M04,OP001,OP001,,LOT-1357,LOT-1357,2024-08-22,2024-08-22 14:43:00,2024-08-22 15:27:00,Low,12ga Steel,False,0.62
WO-14685,p-1001,P-1001,Customer A,23,M07,OP010,OP010,Shift B,LOT-1063,LOT-1063,2024-08-22,2024-08-22 14:21:00,2024-08-22 14:52:00,Medium,16ga Steel,True,1.02
WO-14686,P-1006,P-1006,Customer B,9,M02,OP012,OP012,,LOT-1194,LOT-1194,2024-08-22,2024-08-22 13:33:00,2024-08-22 14:45:00,Medium,"1/4"" Plate",False,2.57
WO-14687,p-1024,P-1024,Customer E,20,M01,OP020,OP020,,,LOT-1065,2024-08-22,2024-08-22 07:19:00,2024-08-22 07:58:00,Low,16ga Steel,False,3.13
WO-14688,P-1011,P-1011,Customer B,18,M05,OP007,OP007,Shift B,1471,LOT-1471,2024-08-22,2024-08-22 13:51:00,2024-08-22 14:08:00,High,Aluminum 5052,True,1.39
WO-14689,P-1015,P-1015,Customer D,12,M07,OP012,OP012,,LOT-1046,LOT-1046,2024-08-22,2024-08-22 13:42:00,2024-08-22 14:50:00,Medium,"3/8"" Plate",False,3.73
WO-14690,P-1006,P-1006,Customer B,11,M02,OP010,OP010,Shift B,LOT-1193,LOT-1193,2024-08-23,2024-08-23 13:50:00,2024-08-23 14:13:00,Medium,"1/4"" Plate",False,2.57
WO-14691,P-1032,P-1032,Customer F,22,M06,OP008,OP008,Shift B,LOT-1055,LOT-1055,2024-08-23,2024-08-23 14:12:00,2024-08-23 15:20:00,Medium,Aluminum 5052,False,2.02
WO-14692,P1002,P-1002,Customer E,16,M01,Michele Williams,OP014,Shift B,,LOT-1233,2024-08-23,2024-08-23 14:29:00,2024-08-23 15:58:00,Medium,Aluminum 5052,False,4.78
WO-14693,P-1013,P-1013,Customer D,12,M02,OP015,OP015,Shift A,LOT-1352,LOT-1352,2024-08-23,2024-08-23 05:26:00,2024-08-23 06:54:00,Low,Stainless 304,True,2.94
WO-14694,P1021,P-1021,Customer C,13,M03,OP014,OP014,Shift B,LOT1219,LOT-1219,2024-08-23,2024-08-23 15:16:00,2024-08-23 15:29:00,High,14ga Steel,False,4.75
WO-14695,P-1018,P-1018,Customer H,18,M07,OP015,OP015,,LOT-1265,LOT-1265,2024-08-23,2024-08-23 05:02:00,2024-08-23 06:18:00,High,16ga Steel,True,2.78
WO-14696,P-1021,P-1021,Customer C,9,M03,OP003,OP003,Shift B,,LOT-1435,2024-08-23,2024-08-23 15:08:00,2024-08-23 15:58:00,High,14ga Steel,False,4.75
WO-14697,p-1027,P-1027,Customer F,25,M07,OP008,OP008,Shift B,LOT-1486,LOT-1486,2024-08-23,2024-08-23 14:47:00,2024-08-23 15:15:00,Medium,Stainless 304,False,3.84
WO-14698,P1031,P-1031,Customer B,13,M05,OP011,OP011,Shift B,LOT-1216,LOT-1216,2024-08-23,2024-08-23 13:54:00,2024-08-23 14:10:00,Medium,"1/4"" Plate",True,3.44
WO-14699,p-1006,P-1006,Customer B,24,M02,OP006,OP006,Shift B,LOT-1216,LOT-1216,2024-08-26,2024-08-26 14:25:00,2024-08-26 15:32:00,Medium,"1/4"" Plate",False,2.57
WO-14700,P-1025,P-1025,Customer C,15,M06,OP013,OP013,Shift A,LOT-1486,LOT-1486,2024-08-26,2024-08-26 06:18:00,2024-08-26 06:25:00,Medium,Stainless 304,False,4.83
WO-14701,P-1023,P-1023,Customer F,8,M06,OP009,OP009,Shift A,LOT-1493,LOT-1493,2024-08-26,2024-08-26 06:22:00,2024-08-26 06:22:00,Medium,12ga Steel,True,2.76
WO-14702,P-1010,P-1010,Customer A,10,M03,OP014,OP014,Shift B,LOT-1453,LOT-1453,2024-08-26,2024-08-26 13:09:00,2024-08-26 14:28:00,Low,Stainless 304,True,4.08
WO-14703,PART-1007,P-1007,Customer B,13,M06,OP011,OP011,Shift B,LOT-1459,LOT-1459,2024-08-26,2024-08-26 15:27:00,2024-08-26 15:42:00,Medium,16ga Steel,True,0.78
WO-14704,PART-1013,P-1013,Customer D,11,M02,OP012,OP012,Shift B,LOT-1178,LOT-1178,2024-08-26,2024-08-26 14:42:00,2024-08-26 15:01:00,Low,Stainless 304,True,2.94
WO-14705,P1026,P-1026,Customer D,6,M06,OP018,OP018,Shift A,LOT-1342,LOT-1342,2024-08-26,2024-08-26 06:33:00,2024-08-26 07:37:00,High,14ga Steel,False,4.66
WO-14706,P-1015,P-1015,Customer D,15,M07,OP008,OP008,Shift B,,LOT-1167,2024-08-26,2024-08-26 13:24:00,2024-08-26 14:38:00,Medium,"3/8"" Plate",False,3.73
WO-14707,P-1008,P-1008,Customer G,13,M05,OP003,OP003,,,LOT-1270,2024-08-26,2024-08-26 14:21:00,2024-08-26 15:15:00,Low,"3/8"" Plate",False,1.97
WO-14708,P1005,P-1005,Customer C,8,M07,OP001,OP001,Shift B,LOT-1152,LOT-1152,2024-08-26,2024-08-26 14:35:00,2024-08-26 15:16:00,Low,16ga Steel,False,3.09
WO-14709,P-1013,P-1013,Customer D,24,M02,OP018,OP018,,LOT-1482,LOT-1482,2024-08-26,2024-08-26 05:57:00,2024-08-26 06:52:00,Low,Stainless 304,True,2.94
WO-14710,P-1006,P-1006,Customer B,18,M02,OP008,OP008,Shift B,LOT-1319,LOT-1319,2024-08-26,2024-08-26 14:08:00,2024-08-26 15:14:00,Medium,"1/4"" Plate",False,2.57
WO-14711,P-1017,P-1017,Customer D,24,M01,OP020,OP020,,LOT-1306,LOT-1306,2024-08-26,2024-08-26 07:18:00,2024-08-26 07:32:00,High,Aluminum 5052,False,4.9
WO-14712,P-1023,P-1023,Customer F,13,M02,OP003,OP003,Shift B,LOT-1375,LOT-1375,2024-08-26,2024-08-26 14:09:00,2024-08-26 15:37:00,Medium,12ga Steel,True,2.76
WO-14713,P-1020,P-1020,Customer A,24,M06,OP019,OP019,Shift A,1471,LOT-1471,2024-08-27,2024-08-27 06:46:00,2024-08-27 06:55:00,Low,Aluminum 5052,False,3.38
WO-14714,p-1033,P-1033,Customer F,14,M04,OP019,OP019,Shift A,LOT-1272,LOT-1272,2024-08-27,2024-08-27 05:25:00,2024-08-27 06:24:00,Medium,Stainless 304,True,4.52
WO-14715,P-1010,P-1010,Customer A,17,M03,OP002,OP002,Shift A,LOT-1224,LOT-1224,2024-08-27,2024-08-27 06:07:00,2024-08-27 06:50:00,Low,Stainless 304,True,4.08
WO-14716,P1000,P-1000,Customer B,24,M03,OP002,OP002,Shift A,,LOT-1218,2024-08-27,2024-08-27 06:40:00,2024-08-27 07:45:00,Low,Stainless 304,True,2.03
WO-14717,p-1005,P-1005,Customer C,12,M07,OP007,OP007,Shift B,,LOT-1146,2024-08-27,2024-08-27 15:23:00,2024-08-27 15:40:00,Low,16ga Steel,False,3.09
WO-14718,P-1029,P-1029,Customer B,11,M04,OP005,OP005,Shift A,LOT-1181,LOT-1181,2024-08-27,2024-08-27 05:40:00,2024-08-27 07:03:00,Low,"1/4"" Plate",True,3.64
WO-14719,P-1024,P-1024,Customer E,9,M01,OP015,OP015,Shift A,LOT-1290,LOT-1290,2024-08-27,2024-08-27 04:58:00,2024-08-27 06:22:00,Low,16ga Steel,False,3.13
WO-14720,P-1023,P-1023,Customer F,23,M02,OP016,OP016,Shift B,LOT-1147,LOT-1147,2024-08-27,2024-08-27 15:31:00,2024-08-27 15:55:00,Medium,12ga Steel,True,2.76
WO-14721,P-1019,P-1019,Customer E,6,M06,OP003,OP003,Shift B,LOT-1038,LOT-1038,2024-08-27,2024-08-27 15:11:00,2024-08-27 15:18:00,Medium,16ga Steel,True,0.85
WO-14722,P1001,P-1001,Customer A,12,M07,OP006,OP006,Shift B,LOT-1321,LOT-1321,2024-08-27,2024-08-27 13:27:00,2024-08-27 14:16:00,Medium,16ga Steel,True,1.02
WO-14723,P-1018,P-1018,Customer H,6,M07,OP004,OP004,Shift A,LOT-1392,LOT-1392,2024-08-27,2024-08-27 07:03:00,2024-08-27 07:23:00,High,16ga Steel,True,2.78
WO-14724,P-1018,P-1018,Customer H,13,M06,OP017,OP017,Shift A,LOT1197,LOT-1197,2024-08-28,2024-08-28 05:11:00,2024-08-28 06:10:00,High,16ga Steel,True,2.78
WO-14725,P-1012,P-1012,Customer D,25,M04,OP016,OP016,Shift B,LOT-1341,LOT-1341,2024-08-28,2024-08-28 13:07:00,2024-08-28 14:09:00,Medium,"3/8"" Plate",False,1.39
WO-14726,P-1020,P-1020,Customer A,8,M06,OP020,OP020,Shift A,LOT-1094,LOT-1094,2024-08-28,2024-08-28 06:20:00,2024-08-28 07:25:00,Low,Aluminum 5052,False,3.38
WO-14727,P-1021,P-1021,Customer C,19,M03,OP007,OP007,,L-1461,LOT-1461,2024-08-28,2024-08-28 15:17:00,2024-08-28 15:27:00,High,14ga Steel,False,4.75
WO-14728,p-1000,P-1000,Customer B,25,M05,OP005,OP005,Shift A,1259,LOT-1259,2024-08-28,2024-08-28 06:49:00,2024-08-28 07:22:00,Low,Stainless 304,True,2.03
WO-14729,P1011,P-1011,Customer B,15,M05,OP013,OP013,Shift A,LOT-1153,LOT-1153,2024-08-28,2024-08-28 06:20:00,2024-08-28 07:18:00,High,Aluminum 5052,True,1.39
WO-14730,P-1018,P-1018,Customer H,14,M07,OP020,OP020,Shift A,LOT-1448,LOT-1448,2024-08-28,2024-08-28 05:04:00,2024-08-28 06:23:00,High,16ga Steel,True,2.78
WO-14731,P-1012,P-1012,Customer D,11,M04,OP007,OP007,Shift B,LOT-1076,LOT-1076,2024-08-28,2024-08-28 13:46:00,2024-08-28 14:22:00,Medium,"3/8"" Plate",False,1.39
WO-14732,P-1024,P-1024,Customer E,8,M01,OP001,OP001,Shift B,LOT-1374,LOT-1374,2024-08-28,2024-08-28 13:47:00,2024-08-28 14:47:00,Low,16ga Steel,False,3.13
WO-14733,p-1020,P-1020,Customer A,5,M06,Angie Henderson,OP003,Shift B,,LOT-1366,2024-08-28,2024-08-28 13:49:00,2024-08-28 14:02:00,Low,Aluminum 5052,False,3.38
WO-14734,PART-1008,P-1008,Customer G,18,M05,OP020,OP020,Shift A,LOT-1076,LOT-1076,2024-08-28,2024-08-28 05:38:00,2024-08-28 06:06:00,Low,"3/8"" Plate",False,1.97
WO-14735,PART-1012,P-1012,Customer D,18,M04,OP019,OP019,Shift A,LOT-1098,LOT-1098,2024-08-29,2024-08-29 05:48:00,2024-08-29 07:08:00,Medium,"3/8"" Plate",False,1.39
WO-14736,P-1008,P-1008,Customer G,15,M05,OP006,OP006,Shift B,LOT-1076,LOT-1076,2024-08-29,2024-08-29 14:24:00,2024-08-29 14:58:00,Low,"3/8"" Plate",False,1.97
WO-14737,P1020,P-1020,Customer A,6,M06,OP020,OP020,Shift A,LOT-1498,LOT-1498,2024-08-29,2024-08-29 07:21:00,2024-08-29 07:31:00,Low,Aluminum 5052,False,3.38
WO-14738,P1007,P-1007,Customer B,11,M05,OP016,OP016,Shift B,LOT1116,LOT-1116,2024-08-29,2024-08-29 14:11:00,2024-08-29 14:45:00,Medium,16ga Steel,True,0.78
WO-14739,P-1026,P-1026,Customer D,15,M06,OP009,OP009,Shift A,LOT-1052,LOT-1052,2024-08-29,2024-08-29 04:53:00,2024-08-29 06:05:00,High,14ga Steel,False,4.66
WO-14740,P-1029,P-1029,Customer B,22,M04,OP005,OP005,Shift A,LOT-1418,LOT-1418,2024-08-29,2024-08-29 06:26:00,2024-08-29 07:21:00,Low,"1/4"" Plate",True,3.64
WO-14741,P 1010,P-1010,Customer A,23,M03,OP001,OP001,Shift B,LOT-1282,LOT-1282,2024-08-29,2024-08-29 13:42:00,2024-08-29 15:01:00,Low,Stainless 304,True,4.08
WO-14742,P-1034,P-1034,Customer E,22,M02,OP014,OP014,Shift B,,LOT-1266,2024-08-29,2024-08-29 13:48:00,2024-08-29 15:00:00,Medium,12ga Steel,False,2.39
WO-14743,P 1013,P-1013,Customer D,19,M02,OP020,OP020,Shift A,LOT-1218,LOT-1218,2024-08-30,2024-08-30 07:20:00,2024-08-30 07:35:00,Low,Stainless 304,True,2.94
WO-14744,P-1011,P-1011,Customer B,8,M05,OP004,OP004,Shift A,,LOT-1366,2024-08-30,2024-08-30 06:24:00,2024-08-30 07:05:00,High,Aluminum 5052,True,1.39
WO-14745,P-1033,P-1033,Customer F,20,M04,OP007,OP007,,LOT1438,LOT-1438,2024-08-30,2024-08-30 13:08:00,2024-08-30 14:12:00,Medium,Stainless 304,True,4.52
WO-14746,P-1025,P-1025,Customer C,13,M06,OP011,OP011,Shift B,LOT-1188,LOT-1188,2024-08-30,2024-08-30 15:41:00,2024-08-30 15:52:00,Medium,Stainless 304,False,4.83
WO-14747,PART-1024,P-1024,Customer E,7,M01,OP004,OP004,Shift A,LOT1116,LOT-1116,2024-08-30,2024-08-30 06:04:00,2024-08-30 07:22:00,Low,16ga Steel,False,3.13
WO-14748,p-1016,P-1016,Customer G,11,M05,OP007,OP007,,LOT-1172,LOT-1172,2024-08-30,2024-08-30 15:00:00,2024-08-30 15:43:00,Low,14ga Steel,False,4.13
WO-14749,P-1022,P-1022,Customer G,9,M03,OP012,OP012,Shift B,,LOT-1297,2024-08-30,2024-08-30 13:30:00,2024-08-30 14:43:00,Medium,Stainless 304,False,1.03
WO-14750,P-1026,P-1026,Customer D,19,M06,OP019,OP019,Shift A,LOT-1495,LOT-1495,2024-08-30,2024-08-30 06:53:00,2024-08-30 07:35:00,High,14ga Steel,False,4.66
WO-14751,P-1033,P-1033,Customer F,8,M04,OP007,OP007,Shift B,,LOT-1247,2024-08-30,2024-08-30 14:19:00,2024-08-30 15:49:00,Medium,Stainless 304,True,4.52
WO-14752,P1027,P-1027,Customer F,21,M07,OP017,OP017,Shift A,LOT-1440,LOT-1440,2024-08-30,2024-08-30 06:43:00,2024-08-30 06:48:00,Medium,Stainless 304,False,3.84
WO-14753,P-1017,P-1017,Customer D,14,M01,OP020,OP020,Shift A,LOT-1498,LOT-1498,2024-08-30,2024-08-30 05:43:00,2024-08-30 06:20:00,High,Aluminum 5052,False,4.9
WO-14754,P-1000,P-1000,Customer B,25,M03,Allison Hill,OP001,Shift B,,LOT-1267,2024-08-30,2024-08-30 14:23:00,2024-08-30 14:43:00,Low,Stainless 304,True,2.03
WO-14755,P-1014,P-1014,Customer A,15,M04,OP008,OP008,Shift B,LOT-1436,LOT-1436,2024-09-02,2024-09-02 13:51:00,2024-09-02 15:19:00,Low,12ga Steel,False,0.62
WO-14756,p-1014,P-1014,Customer A,9,M04,OP013,OP013,Shift A,LOT-1130,LOT-1130,2024-09-02,2024-09-02 05:52:00,2024-09-02 07:00:00,Low,12ga Steel,False,0.62
WO-14757,P-1005,P-1005,Customer C,23,M07,OP008,OP008,Shift B,LOT-1065,LOT-1065,2024-09-02,2024-09-02 14:52:00,2024-09-02 15:43:00,Low,16ga Steel,False,3.09
WO-14758,P1033,P-1033,Customer F,22,M04,OP006,OP006,Shift B,LOT-1192,LOT-1192,2024-09-02,2024-09-02 13:48:00,2024-09-02 14:01:00,Medium,Stainless 304,True,4.52
WO-14759,P-1010,P-1010,Customer A,22,M03,OP013,OP013,,LOT-1369,LOT-1369,2024-09-02,2024-09-02 06:54:00,2024-09-02 07:56:00,Low,Stainless 304,True,4.08
WO-14760,P-1000,P-1000,Customer B,12,M03,OP002,OP002,Shift A,LOT-1289,LOT-1289,2024-09-02,2024-09-02 06:26:00,2024-09-02 06:38:00,Low,Stainless 304,True,2.03
WO-14761,P-1020,P-1020,Customer A,9,M06,OP004,OP004,Shift A,LOT-1066,LOT-1066,2024-09-02,2024-09-02 05:23:00,2024-09-02 06:07:00,Low,Aluminum 5052,False,3.38
WO-14762,P1013,P-1013,Customer D,19,M02,Derek Zuniga,OP018,Shift A,LOT-1487,LOT-1487,2024-09-02,2024-09-02 07:13:00,2024-09-02 07:57:00,Low,Stainless 304,True,2.94
WO-14763,P-1029,P-1029,Customer B,12,M04,OP015,OP015,,,LOT-1288,2024-09-02,2024-09-02 05:55:00,2024-09-02 06:20:00,Low,"1/4"" Plate",True,3.64
WO-14764,PART-1011,P-1011,Customer B,11,M05,OP011,OP011,Shift B,LOT-1420,LOT-1420,2024-09-02,2024-09-02 15:28:00,2024-09-02 15:58:00,High,Aluminum 5052,True,1.39
WO-14765,P-1004,P-1004,Customer D,25,M06,OP015,OP015,Shift A,LOT-1258,LOT-1258,2024-09-02,2024-09-02 06:59:00,2024-09-02 07:10:00,Medium,"3/8"" Plate",True,4.61
WO-14766,P1023,P-1023,Customer F,12,M05,OP007,OP007,,LOT-1309,LOT-1309,2024-09-02,2024-09-02 14:56:00,2024-09-02 15:44:00,Medium,12ga Steel,True,2.76
WO-14767,PART-1012,P-1012,Customer D,11,M04,OP011,OP011,Shift B,LOT-1174,LOT-1174,2024-09-03,2024-09-03 14:48:00,2024-09-03 15:26:00,Medium,"3/8"" Plate",False,1.39
WO-14768,PART-1020,P-1020,Customer A,11,M06,OP005,OP005,Shift A,LOT-1271,LOT-1271,2024-09-03,2024-09-03 05:03:00,2024-09-03 06:08:00,Low,Aluminum 5052,False,3.38
WO-14769,P-1020,P-1020,Customer A,18,M06,OP020,OP020,Shift A,LOT-1414,LOT-1414,2024-09-03,2024-09-03 05:49:00,2024-09-03 06:45:00,Low,Aluminum 5052,False,3.38
WO-14770,P1029,P-1029,Customer B,5,M04,OP014,OP014,Shift B,LOT-1501,LOT-1501,2024-09-03,2024-09-03 13:53:00,2024-09-03 14:42:00,Low,"1/4"" Plate",True,3.64
WO-14771,P-1018,P-1018,Customer H,9,M07,OP017,OP017,Shift A,LOT-1363,LOT-1363,2024-09-03,2024-09-03 05:22:00,2024-09-03 06:20:00,High,16ga Steel,True,2.78
WO-14772,P-1032,P-1032,Customer F,11,M06,OP002,OP002,Shift A,LOT-1370,LOT-1370,2024-09-03,2024-09-03 05:39:00,2024-09-03 07:00:00,Medium,Aluminum 5052,False,2.02
WO-14773,P-1001,P-1001,Customer A,24,M07,OP013,OP013,Shift A,LOT-1344,LOT-1344,2024-09-03,2024-09-03 06:43:00,2024-09-03 07:08:00,Medium,16ga Steel,True,1.02
WO-14774,PART-1026,P-1026,Customer D,17,M06,OP006,OP006,Shift B,LOT-1112,LOT-1112,2024-09-03,2024-09-03 13:38:00,2024-09-03 14:11:00,High,14ga Steel,False,4.66
WO-14775,P 1020,P-1020,Customer A,20,M06,OP007,OP007,Shift B,LOT-1498,LOT-1498,2024-09-03,2024-09-03 14:50:00,2024-09-03 15:39:00,Low,Aluminum 5052,False,3.38
WO-14776,P-1030,P-1030,Customer G,12,M01,OP017,OP017,Shift A,LOT-1405,LOT-1405,2024-09-03,2024-09-03 05:26:00,2024-09-03 06:44:00,Medium,12ga Steel,True,2.15
WO-14777,PART-1008,P-1008,Customer G,8,M05,Derek Zuniga,OP018,Shift A,LOT-1262,LOT-1262,2024-09-03,2024-09-03 06:53:00,2024-09-03 07:42:00,Low,"3/8"" Plate",False,1.97
WO-14778,P1018,P-1018,Customer H,11,M06,OP007,OP007,Shift B,LOT-1442,LOT-1442,2024-09-04,2024-09-04 13:12:00,2024-09-04 14:26:00,High,16ga Steel,True,2.78
WO-14779,P-1020,P-1020,Customer A,21,M06,Holly Wood,OP017,Shift A,LOT-1055,LOT-1055,2024-09-04,2024-09-04 06:13:00,2024-09-04 06:53:00,Low,Aluminum 5052,False,3.38
WO-14780,P-1025,P-1025,Customer C,16,M06,OP013,OP013,Shift A,LOT-1482,LOT-1482,2024-09-04,2024-09-04 06:05:00,2024-09-04 07:24:00,Medium,Stainless 304,False,4.83
WO-14781,P-1012,P-1012,Customer D,15,M04,OP015,OP015,Shift A,LOT-1340,LOT-1340,2024-09-04,2024-09-04 06:53:00,2024-09-04 06:58:00,Medium,"3/8"" Plate",False,1.39
WO-14782,P1027,P-1027,Customer F,20,M07,OP009,OP009,Shift A,LOT-1256,LOT-1256,2024-09-04,2024-09-04 06:09:00,2024-09-04 06:18:00,Medium,Stainless 304,False,3.84
WO-14783,P-1005,P-1005,Customer C,21,M07,OP002,OP002,Shift A,LOT-1157,LOT-1157,2024-09-04,2024-09-04 06:11:00,2024-09-04 06:57:00,Low,16ga Steel,False,3.09
WO-14784,P-1021,P-1021,Customer C,11,M03,OP005,OP005,,LOT-1264,LOT-1264,2024-09-04,2024-09-04 06:03:00,2024-09-04 06:29:00,High,14ga Steel,False,4.75
WO-14785,P1023,P-1023,Customer F,12,M02,OP009,OP009,Shift A,LOT-1417,LOT-1417,2024-09-05,2024-09-05 04:47:00,2024-09-05 06:06:00,Medium,12ga Steel,True,2.76
WO-14786,P 1031,P-1031,Customer B,17,M05,OP007,OP007,Shift B,LOT-1180,LOT-1180,2024-09-05,2024-09-05 14:27:00,2024-09-05 15:35:00,Medium,"1/4"" Plate",True,3.44
WO-14787,PART-1010,P-1010,Customer A,18,M06,OP017,OP017,Shift A,LOT-1487,LOT-1487,2024-09-05,2024-09-05 07:13:00,2024-09-05 07:51:00,Low,Stainless 304,True,4.08
WO-14788,PART-1016,P-1016,Customer G,9,M05,OP014,OP014,Shift B,LOT-1380,LOT-1380,2024-09-05,2024-09-05 13:13:00,2024-09-05 14:01:00,Low,14ga Steel,False,4.13
WO-14789,P1033,P-1033,Customer F,25,M04,OP013,OP013,Shift A,LOT-1261,LOT-1261,2024-09-05,2024-09-05 06:47:00,2024-09-05 07:51:00,Medium,Stainless 304,True,4.52
WO-14790,P-1028,P-1028,Customer B,5,M06,OP002,OP002,Shift A,LOT-1416,LOT-1416,2024-09-05,2024-09-05 05:34:00,2024-09-05 06:04:00,Low,16ga Steel,False,3.53
WO-14791,P 1013,P-1013,Customer D,19,M02,OP013,OP013,Shift A,1479,LOT-1479,2024-09-05,2024-09-05 06:13:00,2024-09-05 06:44:00,Low,Stainless 304,True,2.94
WO-14792,P 1012,P-1012,Customer D,6,M04,OP015,OP015,Shift A,LOT-1162,LOT-1162,2024-09-05,2024-09-05 07:00:00,2024-09-05 07:36:00,Medium,"3/8"" Plate",False,1.39
WO-14793,P1015,P-1015,Customer D,25,M07,OP018,OP018,Shift A,LOT-1258,LOT-1258,2024-09-05,2024-09-05 06:18:00,2024-09-05 06:36:00,Medium,"3/8"" Plate",False,3.73
WO-14794,P-1017,P-1017,Customer D,18,M01,OP003,OP003,Shift B,LOT-1485,LOT-1485,2024-09-06,2024-09-06 15:03:00,2024-09-06 15:37:00,High,Aluminum 5052,False,4.9
WO-14795,P-1003,P-1003,Customer D,21,M04,OP003,OP003,Shift B,1269,LOT-1269,2024-09-06,2024-09-06 14:12:00,2024-09-06 15:14:00,Medium,"1/4"" Plate",False,4.63
WO-14796,PART-1000,P-1000,Customer B,10,M03,OP012,OP012,Shift B,,LOT-1386,2024-09-06,2024-09-06 14:44:00,2024-09-06 15:26:00,Low,Stainless 304,True,2.03
WO-14797,P-1017,P-1017,Customer D,18,M01,OP015,OP015,Shift A,LOT-1400,LOT-1400,2024-09-06,2024-09-06 05:30:00,2024-09-06 06:33:00,High,Aluminum 5052,False,4.9
WO-14798,p-1033,P-1033,Customer F,13,M04,OP004,OP004,Shift A,LOT-1247,LOT-1247,2024-09-06,2024-09-06 07:13:00,2024-09-06 07:26:00,Medium,Stainless 304,True,4.52
WO-14799,P-1012,P-1012,Customer D,24,M04,OP020,OP020,Shift A,LOT-1301,LOT-1301,2024-09-06,2024-09-06 06:13:00,2024-09-06 06:56:00,Medium,"3/8"" Plate",False,1.39
WO-14800,PART-1033,P-1033,Customer F,8,M04,OP003,OP003,Shift B,LOT-1182,LOT-1182,2024-09-06,2024-09-06 14:47:00,2024-09-06 14:52:00,Medium,Stainless 304,True,4.52
WO-14801,P-1008,P-1008,Customer G,23,M05,OP015,OP015,,LOT-1064,LOT-1064,2024-09-06,2024-09-06 06:58:00,2024-09-06 07:32:00,Low,"3/8"" Plate",False,1.97
WO-14802,P-1003,P-1003,Customer D,20,M04,OP005,OP005,Shift A,LOT-1208,LOT-1208,2024-09-06,2024-09-06 06:01:00,2024-09-06 06:51:00,Medium,"1/4"" Plate",False,4.63
WO-14803,P-1003,P-1003,Customer D,25,M04,OP018,OP018,Shift A,LOT-1181,LOT-1181,2024-09-06,2024-09-06 05:54:00,2024-09-06 06:29:00,Medium,"1/4"" Plate",False,4.63
WO-14804,P-1029,P-1029,Customer B,19,M04,OP003,OP003,Shift B,LOT-1308,LOT-1308,2024-09-06,2024-09-06 13:35:00,2024-09-06 14:19:00,Low,"1/4"" Plate",True,3.64
