scrap_id,work_order_id,inspection_id,scrap_date,machine_id,operator_id,shift_code,material_type,lot_id,defect_code_clean,quantity_scrapped,quantity_reworked,scrap_reason_raw,scrap_reason_clean,material_cost_per_unit,labor_cost_per_unit,total_scrap_cost
SCRAP-3791,WO-14118,INSP-4450,2024-06-18 19:40:04.656928430,M02,OP008,Shift B,12ga Steel,LOT-1276,Burr,10,3,First Article Fail,SETUP_ERROR,9.63,44.45,540.8
SCRAP-3792,WO-14119,INSP-4451,2024-06-18 10:24:31.554194564,M02,OP017,Shift A,16ga Steel,LOT-1063,Surface Scratch,9,7,MACHINE_ISSUE,MACHINE_ISSUE,3.2,45.38,437.22
SCRAP-3793,WO-14120,INSP-4452,2024-06-18 20:06:41.228794594,M04,OP014,Shift B,Stainless 304,LOT-1133,Surface Scratch,3,1,Material Defect,MATERIAL_DEFECT,5.62,38.99,133.83
SCRAP-3794,WO-14123,INSP-4455,2024-06-18 11:03:57.943882824,M01,OP018,Shift A,Aluminum 5052,LOT-1087,Dimensional,8,1,Machine,MACHINE_ISSUE,2.24,26.43,229.36
SCRAP-3795,WO-14124,INSP-4456,2024-06-18 16:40:41.172001723,M07,OP014,Shift B,"3/8"" Plate",LOT-1412,Dimensional,5,10,First Article Fail,SETUP_ERROR,11.5,48.93,302.15
SCRAP-3796,WO-14125,INSP-4457,2024-06-18 11:30:10.669431073,M02,OP019,Shift A,16ga Steel,LOT-1175,Burr,13,3,Op Error,OPERATOR_ERROR,1.53,26.83,368.68
SCRAP-3797,WO-14125,INSP-4458,2024-06-18 12:08:10.669431073,M02,OP019,Shift A,16ga Steel,LOT-1175,Burr,8,8,Operator,OPERATOR_ERROR,3.79,31.71,284.0
SCRAP-3798,WO-14126,INSP-4459,2024-06-19 13:09:29.849927128,M02,OP015,Shift A,Stainless 304,LOT-1394,Burr,10,5,Machine Issue,MACHINE_ISSUE,5.32,11.71,170.3
SCRAP-3799,WO-14127,INSP-4460,2024-06-19 08:32:08.118057429,M07,OP018,Shift A,"3/8"" Plate",LOT-1105,Burr,13,9,operator error,OPERATOR_ERROR,3.52,17.09,267.93
SCRAP-3800,WO-14127,INSP-4461,2024-06-19 09:13:08.118057429,M07,OP018,Shift A,"3/8"" Plate",LOT-1105,Burr,13,9,equipment failure,MACHINE_ISSUE,2.79,20.78,306.41
SCRAP-3801,WO-14128,INSP-4462,2024-06-19 11:31:03.797127345,M06,OP017,Shift A,14ga Steel,LOT-1250,Porosity,3,5,Machine,MACHINE_ISSUE,7.38,25.1,97.44
SCRAP-3802,WO-14129,INSP-4463,2024-06-19 19:19:39.601662825,M05,OP006,Shift B,12ga Steel,LOT-1338,Weld Defect,1,2,OPERATOR_ERROR,OPERATOR_ERROR,2.98,24.88,27.86
SCRAP-3803,WO-14130,INSP-4464,2024-06-19 18:50:05.482455664,M01,OP012,Shift B,Aluminum 5052,LOT-1372,Incorrect Material,21,16,material defect,MATERIAL_DEFECT,15.24,41.28,1186.92
SCRAP-3804,WO-14131,INSP-4465,2024-06-19 18:01:17.868881235,M03,OP003,Shift B,14ga Steel,LOT-1358,Burr,73,14,,UNKNOWN,3.33,9.26,919.07
SCRAP-3805,WO-14132,INSP-4466,2024-06-19 07:52:08.014700171,M05,OP013,Shift A,Aluminum 5052,LOT-1237,Weld Defect,6,2,op err,OPERATOR_ERROR,1.66,36.33,227.94
SCRAP-3806,WO-14133,INSP-4467,2024-06-19 17:51:52.052725463,M07,OP010,Shift B,"3/8"" Plate",LOT-1110,Burr,8,8,Setup,SETUP_ERROR,15.15,16.63,254.24
SCRAP-3807,WO-14134,INSP-4468,2024-06-19 11:34:57.233394715,M07,OP009,Shift A,16ga Steel,LOT-1363,Dimensional,0,1,Machine Issue,MACHINE_ISSUE,9.52,8.31,0.0
SCRAP-3808,WO-14135,INSP-4469,2024-06-20 18:01:21.640467317,M04,OP014,,"1/4"" Plate",LOT-1367,Burr,18,5,OPERATOR_ERROR,OPERATOR_ERROR,3.16,58.7,1113.48
SCRAP-3809,WO-14137,INSP-4471,2024-06-20 12:02:09.346546965,M05,OP004,,12ga Steel,LOT-1314,Weld Defect,9,2,MACHINE_ISSUE,MACHINE_ISSUE,3.89,10.29,127.62
SCRAP-3810,WO-14139,INSP-4473,2024-06-20 08:42:59.968951043,M07,OP017,Shift A,"3/8"" Plate",LOT-1351,Dimensional,5,6,human error,OPERATOR_ERROR,2.04,16.1,90.7
SCRAP-3811,WO-14140,INSP-4474,2024-06-20 19:29:16.285205894,M05,OP007,Shift B,16ga Steel,LOT-1290,Porosity,34,15,human error,OPERATOR_ERROR,14.64,27.19,1422.22
SCRAP-3812,WO-14141,INSP-4475,2024-06-20 11:18:28.865363623,M04,OP020,Shift A,"1/4"" Plate",LOT-1075,Dimensional,13,7,MACHINE_ISSUE,MACHINE_ISSUE,2.13,57.52,775.45
SCRAP-3813,WO-14142,INSP-4476,2024-06-20 17:27:16.908474908,M02,OP007,Shift B,Stainless 304,LOT-1295,Surface Scratch,8,14,bad material,MATERIAL_DEFECT,12.96,31.61,356.56
SCRAP-3814,WO-14144,INSP-4478,2024-06-20 07:42:53.615747373,M03,OP009,,14ga Steel,LOT-1184,Dimensional,19,13,UNKNOWN,UNKNOWN,2.08,29.08,592.04
SCRAP-3815,WO-14145,INSP-4479,2024-06-20 20:11:24.034380611,M07,OP014,Shift B,16ga Steel,LOT-1217,Burr,21,10,equipment failure,MACHINE_ISSUE,1.74,36.72,807.66
SCRAP-3816,WO-14146,INSP-4480,2024-06-21 12:05:24.416637357,M05,OP017,Shift A,"3/8"" Plate",LOT-1034,Weld Defect,26,4,Material Defect,MATERIAL_DEFECT,2.93,24.38,710.06
SCRAP-3817,WO-14147,INSP-4481,2024-06-21 11:33:58.354232510,M04,OP018,Shift A,"1/4"" Plate",LOT-1193,Dimensional,7,2,TBD,UNKNOWN,8.18,54.51,438.83
SCRAP-3818,WO-14148,INSP-4482,2024-06-21 18:40:17.167545803,M05,OP006,Shift B,14ga Steel,LOT-1380,Weld Defect,20,15,Op Error,OPERATOR_ERROR,12.77,39.65,1048.4
SCRAP-3819,WO-14149,INSP-4483,2024-06-21 18:04:56.960752186,M02,OP001,Shift B,"1/4"" Plate",LOT-1180,Surface Scratch,12,3,Incoming Defect,MATERIAL_DEFECT,15.51,41.97,689.76
SCRAP-3820,WO-14150,INSP-4484,2024-06-21 07:33:21.717723246,M07,OP009,Shift A,16ga Steel,LOT-1290,Burr,0,2,equipment failure,MACHINE_ISSUE,4.33,12.96,0.0
SCRAP-3821,WO-14150,INSP-4485,2024-06-21 07:56:21.717723246,M07,OP009,Shift A,16ga Steel,LOT-1290,Burr,1,1,operator error,OPERATOR_ERROR,13.13,47.6,60.73
SCRAP-3822,WO-14151,INSP-4486,2024-06-21 17:55:34.005410861,M07,OP010,Shift B,16ga Steel,LOT-1018,Dimensional,12,2,Mat Defect,MATERIAL_DEFECT,7.51,40.2,572.52
SCRAP-3823,WO-14152,INSP-4487,2024-06-21 16:28:07.200687333,M02,OP010,Shift B,12ga Steel,LOT-1143,Surface Scratch,13,9,bad material,MATERIAL_DEFECT,17.29,5.07,290.68
SCRAP-3824,WO-14153,INSP-4488,2024-06-22 09:30:17.953299104,M03,OP019,Shift A,Stainless 304,LOT-1144,Dimensional,23,5,machine issue,MACHINE_ISSUE,8.66,34.96,1003.26
SCRAP-3825,WO-14155,INSP-4490,2024-06-22 17:05:47.841053127,M07,OP016,Shift B,Stainless 304,LOT-1352,Burr,16,1,MACHINE_ISSUE,MACHINE_ISSUE,12.29,37.62,798.56
SCRAP-3826,WO-14156,INSP-4491,2024-06-22 18:02:46.648096160,M06,OP010,Shift B,16ga Steel,LOT-1159,Dimensional,14,9,MACHINE_ISSUE,MACHINE_ISSUE,3.79,53.98,808.78
SCRAP-3827,WO-14157,INSP-4492,2024-06-22 19:42:53.305876248,M03,OP003,,Stainless 304,LOT-1205,Dimensional,5,5,Mat Defect,MATERIAL_DEFECT,5.28,6.27,57.75
SCRAP-3828,WO-14159,INSP-4494,2024-06-22 19:50:20.595477943,M04,OP007,Shift B,"1/4"" Plate",LOT-1222,Dimensional,2,1,set up error,SETUP_ERROR,12.6,7.07,39.34
SCRAP-3829,WO-14160,INSP-4495,2024-06-22 20:07:09.398901067,M05,OP008,Shift B,12ga Steel,LOT-1091,Dimensional,6,4,SETUP_ERROR,SETUP_ERROR,5.71,57.96,382.02
SCRAP-3830,WO-14161,INSP-4496,2024-06-22 08:17:45.743637209,M07,OP004,Shift A,16ga Steel,LOT-1197,Surface Scratch,46,18,setup err,SETUP_ERROR,11.3,24.7,1656.0
SCRAP-3831,WO-14162,INSP-4497,2024-06-22 17:21:08.461913111,M06,OP016,Shift B,"3/8"" Plate",LOT-1162,Weld Defect,16,7,human error,OPERATOR_ERROR,3.76,43.21,751.52
SCRAP-3832,WO-14163,INSP-4498,2024-06-22 16:16:20.190331247,M06,OP012,Shift B,14ga Steel,LOT-1220,Weld Defect,7,4,operator error,OPERATOR_ERROR,5.71,11.06,117.39
SCRAP-3833,WO-14165,INSP-4500,2024-06-22 11:53:44.683567164,M05,OP005,,Stainless 304,LOT-1359,Porosity,12,1,Operator,OPERATOR_ERROR,6.16,21.48,331.68
SCRAP-3834,WO-14165,INSP-4501,2024-06-22 12:17:44.683567164,M05,OP005,,Stainless 304,LOT-1359,Porosity,11,2,Operator,OPERATOR_ERROR,8.04,33.85,460.79
SCRAP-3835,WO-14166,INSP-4502,2024-06-22 19:58:43.580656796,M01,OP007,Shift B,16ga Steel,LOT-1392,Burr,16,1,machine issue,MACHINE_ISSUE,1.94,26.64,457.28
SCRAP-3836,WO-14167,INSP-4503,2024-06-22 19:52:36.142621265,M02,OP012,Shift B,"1/4"" Plate",LOT-1269,Incorrect Material,4,1,Mat Defect,MATERIAL_DEFECT,2.93,58.48,245.64
SCRAP-3837,WO-14168,INSP-4504,2024-06-24 17:35:42.272819616,M01,OP001,Shift B,Aluminum 5052,LOT-1154,Dimensional,10,17,set up error,SETUP_ERROR,7.33,19.16,264.9
SCRAP-3838,WO-14169,INSP-4505,2024-06-24 11:49:08.502494602,M05,OP013,Shift A,Stainless 304,LOT-1170,Dimensional,11,5,Setup,SETUP_ERROR,1.81,56.04,636.35
SCRAP-3839,WO-14170,INSP-4506,2024-06-24 12:12:04.186674813,M01,OP004,Shift A,Aluminum 5052,LOT-1036,Surface Scratch,12,12,material defect,MATERIAL_DEFECT,13.28,52.17,785.4
SCRAP-3840,WO-14171,INSP-4507,2024-06-24 16:57:20.674547847,M02,OP012,Shift B,12ga Steel,LOT-1417,Burr,16,10,MACHINE_ISSUE,MACHINE_ISSUE,5.37,19.83,403.2
SCRAP-3841,WO-14172,INSP-4508,2024-06-24 20:03:47.419128437,M04,OP016,Shift B,"1/4"" Plate",LOT-1387,Bend Angle,17,8,Machine Issue,MACHINE_ISSUE,9.5,41.16,861.22
SCRAP-3842,WO-14173,INSP-4509,2024-06-24 18:09:09.618458121,M02,OP014,,Stainless 304,LOT-1394,Burr,9,12,Incoming Defect,MATERIAL_DEFECT,9.45,32.53,377.82
SCRAP-3843,WO-14174,INSP-4510,2024-06-24 07:52:23.853916882,M02,OP013,,Stainless 304,LOT-1210,Dimensional,20,6,equipment failure,MACHINE_ISSUE,12.65,59.36,1440.2
SCRAP-3844,WO-14175,INSP-4511,2024-06-25 17:16:14.489154579,M06,OP010,Shift B,Stainless 304,LOT-1178,Weld Defect,12,1,MACHINE_ISSUE,MACHINE_ISSUE,17.82,37.05,658.44
SCRAP-3845,WO-14176,INSP-4512,2024-06-25 19:11:18.034381212,M07,OP007,Shift B,16ga Steel,LOT-1177,Burr,6,1,bad material,MATERIAL_DEFECT,1.29,5.44,40.38
SCRAP-3846,WO-14177,INSP-4513,2024-06-25 09:57:44.557619970,M04,OP009,Shift A,"3/8"" Plate",LOT-1162,Dimensional,20,3,MACHINE_ISSUE,MACHINE_ISSUE,1.76,14.53,325.8
SCRAP-3847,WO-14178,INSP-4514,2024-06-25 09:24:39.765894445,M04,OP002,Shift A,12ga Steel,LOT-1353,Bend Angle,17,14,Mach Issue,MACHINE_ISSUE,6.38,51.84,989.74
SCRAP-3848,WO-14179,INSP-4515,2024-06-25 19:11:30.896782285,M06,OP003,Shift B,Stainless 304,LOT-1394,Dimensional,7,5,Setup,SETUP_ERROR,12.18,25.38,262.92
SCRAP-3849,WO-14180,INSP-4516,2024-06-25 08:42:47.052310502,M06,OP004,,12ga Steel,LOT-1429,Porosity,9,19,Op Error,OPERATOR_ERROR,19.43,7.05,238.32
SCRAP-3850,WO-14181,INSP-4517,2024-06-25 19:28:39.846696819,M04,OP011,Shift B,"1/4"" Plate",LOT-1339,Dimensional,11,1,Material Defect,MATERIAL_DEFECT,1.96,21.74,260.7
SCRAP-3851,WO-14182,INSP-4518,2024-06-25 11:48:41.963596358,M06,OP004,Shift A,16ga Steel,LOT-1260,Porosity,5,10,Machine,MACHINE_ISSUE,2.82,8.0,54.1
SCRAP-3852,WO-14183,INSP-4519,2024-06-26 19:22:37.452569551,M02,OP012,Shift B,"1/4"" Plate",LOT-1136,Surface Scratch,5,7,setup err,SETUP_ERROR,1.64,47.83,247.35
SCRAP-3853,WO-14184,INSP-4520,2024-06-26 09:54:34.740026201,M07,OP015,Shift A,16ga Steel,LOT-1159,Dimensional,23,6,machine issue,MACHINE_ISSUE,6.5,24.59,715.07
SCRAP-3854,WO-14185,INSP-4521,2024-06-26 09:17:50.080800161,M02,OP017,Shift A,12ga Steel,LOT-1245,Incorrect Material,17,3,MATERIAL_DEFECT,MATERIAL_DEFECT,6.17,39.54,777.07
SCRAP-3855,WO-14186,INSP-4522,2024-06-26 19:33:10.368778080,M02,OP001,Shift B,"1/4"" Plate",LOT-1274,Dimensional,11,1,Setup,SETUP_ERROR,1.73,49.34,561.77
SCRAP-3856,WO-14188,INSP-4524,2024-06-26 07:31:13.866004443,M06,OP004,Shift A,14ga Steel,LOT-1312,Porosity,24,10,Operator Error,OPERATOR_ERROR,2.4,43.82,1109.28
SCRAP-3857,WO-14190,INSP-4526,2024-06-26 10:35:19.519654673,M04,OP020,Shift A,"3/8"" Plate",LOT-1173,Bend Angle,4,6,Machine Issue,MACHINE_ISSUE,4.34,26.33,122.68
SCRAP-3858,WO-14191,INSP-4527,2024-06-26 17:21:00.135918509,M02,OP007,Shift B,Stainless 304,LOT-1359,Surface Scratch,12,13,unknown,UNKNOWN,13.92,7.64,258.72
SCRAP-3859,WO-14192,INSP-4528,2024-06-26 19:29:05.050468318,M07,OP006,Shift B,16ga Steel,LOT-1423,Surface Scratch,4,1,MATERIAL_DEFECT,MATERIAL_DEFECT,7.39,56.3,254.76
SCRAP-3860,WO-14192,INSP-4529,2024-06-26 19:48:05.050468318,M07,OP006,Shift B,16ga Steel,LOT-1423,Surface Scratch,2,3,setup err,SETUP_ERROR,4.08,30.16,68.48
SCRAP-3861,WO-14193,INSP-4530,2024-06-27 10:46:22.102533342,M07,OP020,Shift A,"3/8"" Plate",LOT-1033,Dimensional,0,1,Incoming Defect,MATERIAL_DEFECT,2.3,21.57,0.0
SCRAP-3862,WO-14194,INSP-4531,2024-06-27 20:11:21.918988972,M06,OP001,Shift B,16ga Steel,LOT-1063,Dimensional,1,1,setup err,SETUP_ERROR,7.29,43.12,50.41
SCRAP-3863,WO-14195,INSP-4532,2024-06-27 19:15:44.897474126,M01,OP010,Shift B,Aluminum 5052,LOT-1005,Surface Scratch,17,8,Machine,MACHINE_ISSUE,10.87,6.54,295.97
SCRAP-3864,WO-14196,INSP-4533,2024-06-27 20:38:57.677787438,M06,OP014,Shift B,Aluminum 5052,LOT-1111,Dimensional,22,3,machine issue,MACHINE_ISSUE,10.9,12.75,520.3
SCRAP-3865,WO-14197,INSP-4534,2024-06-27 18:17:58.909097350,M05,OP011,Shift B,14ga Steel,LOT-1124,Surface Scratch,20,3,MACHINE_ISSUE,MACHINE_ISSUE,10.2,13.41,472.2
SCRAP-3866,WO-14197,INSP-4535,2024-06-27 18:50:58.909097350,M05,OP011,Shift B,14ga Steel,LOT-1124,Surface Scratch,12,11,machine issue,MACHINE_ISSUE,10.32,29.1,473.04
SCRAP-3867,WO-14198,INSP-4536,2024-06-27 18:36:41.522322774,M02,OP016,Shift B,16ga Steel,LOT-1057,Dimensional,11,2,MATERIAL_DEFECT,MATERIAL_DEFECT,18.08,21.62,436.7
SCRAP-3868,WO-14199,INSP-4537,2024-06-27 19:17:19.330485691,M06,OP008,Shift B,16ga Steel,LOT-1024,Porosity,6,5,OPERATOR_ERROR,OPERATOR_ERROR,4.7,48.53,319.38
SCRAP-3869,WO-14200,INSP-4538,2024-06-27 17:23:27.880694984,M05,OP014,Shift B,14ga Steel,LOT-1441,Porosity,10,10,operator error,OPERATOR_ERROR,17.82,38.52,563.4
SCRAP-3870,WO-14201,INSP-4539,2024-06-27 10:59:00.161045865,M02,OP004,Shift A,12ga Steel,LOT-1234,Surface Scratch,4,1,Material Defect,MATERIAL_DEFECT,3.59,23.52,108.44
SCRAP-3871,WO-14202,INSP-4540,2024-06-27 09:01:44.763737366,M02,OP005,Shift A,12ga Steel,LOT-1276,Surface Scratch,19,7,Material Defect,MATERIAL_DEFECT,3.05,59.67,1191.68
SCRAP-3872,WO-14203,INSP-4541,2024-06-28 08:59:09.002308403,M03,OP015,Shift A,Stainless 304,LOT-1188,Dimensional,13,5,OPERATOR_ERROR,OPERATOR_ERROR,1.05,23.16,314.73
SCRAP-3873,WO-14204,INSP-4542,2024-06-28 09:15:46.886928017,M02,OP004,Shift A,"1/4"" Plate",LOT-1136,Surface Scratch,12,14,Mat Defect,MATERIAL_DEFECT,8.95,17.63,318.96
SCRAP-3874,WO-14205,INSP-4543,2024-06-28 09:09:39.175015021,M03,OP015,Shift A,Stainless 304,LOT-1352,Bend Angle,6,10,machine issue,MACHINE_ISSUE,9.77,45.37,330.84
SCRAP-3875,WO-14206,INSP-4544,2024-06-28 17:40:56.669405238,M06,OP003,,16ga Steel,LOT-1175,Weld Defect,15,9,machine issue,MACHINE_ISSUE,5.4,49.87,829.05
SCRAP-3876,WO-14207,INSP-4545,2024-06-28 20:18:08.892872285,M02,OP008,Shift B,"1/4"" Plate",LOT-1203,Burr,0,1,Op Error,OPERATOR_ERROR,5.98,38.55,0.0
SCRAP-3877,WO-14208,INSP-4546,2024-06-28 10:55:05.586992732,M02,OP005,Shift A,12ga Steel,LOT-1132,Burr,12,4,Material Defect,MATERIAL_DEFECT,5.61,14.55,241.92
SCRAP-3878,WO-14209,INSP-4547,2024-06-28 19:02:19.947942351,M06,OP001,Shift B,Aluminum 5052,LOT-1300,Weld Defect,3,4,op err,OPERATOR_ERROR,8.41,14.52,68.79
SCRAP-3879,WO-14209,INSP-4548,2024-06-28 19:19:19.947942351,M06,OP001,Shift B,Aluminum 5052,LOT-1300,Weld Defect,3,4,Material Defect,MATERIAL_DEFECT,2.71,31.82,103.59
SCRAP-3880,WO-14210,INSP-4549,2024-06-28 18:49:43.781745583,M06,OP006,Shift B,Aluminum 5052,LOT-1005,Weld Defect,3,5,op err,OPERATOR_ERROR,17.63,48.58,198.63
SCRAP-3881,WO-14211,INSP-4550,2024-06-28 10:49:02.116035928,M01,OP019,Shift A,Aluminum 5052,LOT-1017,Incorrect Material,16,7,Incoming Defect,MATERIAL_DEFECT,3.11,58.47,985.28
SCRAP-3882,WO-14211,INSP-4551,2024-06-28 10:59:02.116035928,M01,OP019,Shift A,Aluminum 5052,LOT-1017,Incorrect Material,14,9,Material Defect,MATERIAL_DEFECT,22.67,5.9,399.98
SCRAP-3883,WO-14213,INSP-4553,2024-06-28 16:06:32.853085131,M04,OP006,,Stainless 304,LOT-1432,Dimensional,3,5,,UNKNOWN,9.12,12.28,64.2
SCRAP-3884,WO-14213,INSP-4554,2024-06-28 16:20:32.853085131,M04,OP006,,Stainless 304,LOT-1432,Dimensional,7,1,Op Error,OPERATOR_ERROR,11.03,44.72,390.25
SCRAP-3885,WO-14215,INSP-4556,2024-07-01 17:52:40.622243259,M02,OP003,Shift B,12ga Steel,LOT-1266,Surface Scratch,18,1,machine issue,MACHINE_ISSUE,8.98,45.13,973.98
SCRAP-3886,WO-14217,INSP-4558,2024-07-01 16:30:12.834026019,M02,OP014,Shift B,Stainless 304,LOT-1433,Burr,12,13,MACHINE_ISSUE,MACHINE_ISSUE,5.18,22.66,334.08
SCRAP-3887,WO-14218,INSP-4559,2024-07-01 19:36:12.195289950,M05,OP016,Shift B,"1/4"" Plate",LOT-1213,Weld Defect,1,2,Mach Issue,MACHINE_ISSUE,8.44,56.46,64.9
SCRAP-3888,WO-14219,INSP-4560,2024-07-01 18:02:02.233039242,M02,OP012,Shift B,12ga Steel,LOT-1407,Burr,4,2,operator error,OPERATOR_ERROR,1.55,34.79,145.36
SCRAP-3889,WO-14220,INSP-4561,2024-07-01 19:36:16.823231695,M02,OP003,Shift B,"1/4"" Plate",LOT-1396,Burr,5,4,MATERIAL_DEFECT,MATERIAL_DEFECT,13.72,39.59,266.55
SCRAP-3890,WO-14221,INSP-4562,2024-07-01 16:14:04.270781160,M05,OP003,Shift B,12ga Steel,LOT-1085,Weld Defect,21,1,Operator,OPERATOR_ERROR,6.41,7.21,286.02
SCRAP-3891,WO-14224,INSP-4565,2024-07-02 09:19:14.340920561,M01,OP019,Shift A,12ga Steel,LOT-1056,Surface Scratch,1,1,Mach Issue,MACHINE_ISSUE,7.93,46.7,54.63
SCRAP-3892,WO-14225,INSP-4566,2024-07-02 16:48:04.249559798,M05,OP006,Shift B,Aluminum 5052,LOT-1022,Porosity,2,3,Setup Error,SETUP_ERROR,4.65,13.11,35.52
SCRAP-3893,WO-14226,INSP-4567,2024-07-02 11:11:31.728225390,M05,OP002,Shift A,Aluminum 5052,LOT-1153,Weld Defect,8,14,Machine Issue,MACHINE_ISSUE,2.73,47.32,400.4
SCRAP-3894,WO-14227,INSP-4568,2024-07-02 15:34:40.309059004,M06,OP010,Shift B,Aluminum 5052,LOT-1022,Dimensional,11,17,operator error,OPERATOR_ERROR,0.89,58.86,657.25
SCRAP-3895,WO-14227,INSP-4569,2024-07-02 16:12:40.309059004,M06,OP010,Shift B,Aluminum 5052,LOT-1022,Dimensional,27,1,Not Recorded,UNKNOWN,0.64,43.33,1187.19
SCRAP-3896,WO-14228,INSP-4570,2024-07-02 08:45:37.163115115,M06,OP019,Shift A,14ga Steel,LOT-1342,Weld Defect,27,2,MACHINE_ISSUE,MACHINE_ISSUE,7.34,7.75,407.43
SCRAP-3897,WO-14229,INSP-4571,2024-07-02 08:04:01.403146985,M05,OP017,Shift A,"3/8"" Plate",LOT-1348,Weld Defect,8,8,MATERIAL_DEFECT,MATERIAL_DEFECT,2.65,50.34,423.92
SCRAP-3898,WO-14230,INSP-4572,2024-07-02 08:56:06.446322688,M01,OP005,Shift A,Aluminum 5052,LOT-1368,Incorrect Material,6,5,bad material,MATERIAL_DEFECT,7.23,37.9,270.78
SCRAP-3899,WO-14231,INSP-4573,2024-07-02 19:46:00.604398789,M01,OP001,Shift B,Aluminum 5052,LOT-1094,Surface Scratch,4,6,,UNKNOWN,5.56,43.19,195.0
SCRAP-3900,WO-14232,INSP-4574,2024-07-03 18:57:02.012604777,M05,OP012,Shift B,"1/4"" Plate",LOT-1288,Surface Scratch,7,11,Machine Issue,MACHINE_ISSUE,16.78,11.02,194.6
SCRAP-3901,WO-14233,INSP-4575,2024-07-03 07:43:42.243290879,M02,OP002,Shift A,"1/4"" Plate",LOT-1455,Dimensional,5,5,Operator Error,OPERATOR_ERROR,10.96,26.33,186.45
SCRAP-3902,WO-14234,INSP-4576,2024-07-03 08:32:05.087419159,M07,OP013,Shift A,16ga Steel,LOT-1242,Dimensional,8,1,Setup Error,SETUP_ERROR,4.22,6.18,83.2
SCRAP-3903,WO-14235,INSP-4577,2024-07-03 16:42:12.524691231,M01,OP012,Shift B,12ga Steel,LOT-1436,Dimensional,8,8,Operator,OPERATOR_ERROR,2.29,25.73,224.16
SCRAP-3904,WO-14236,INSP-4578,2024-07-03 16:59:25.665573568,M06,OP010,Shift B,12ga Steel,LOT-1187,Dimensional,9,1,Material Defect,MATERIAL_DEFECT,4.53,26.04,275.13
SCRAP-3905,WO-14238,INSP-4581,2024-07-03 15:23:14.564982881,M03,OP011,Shift B,Stainless 304,LOT-1354,Burr,30,33,set up error,SETUP_ERROR,0.37,34.68,1051.5
SCRAP-3906,WO-14239,INSP-4582,2024-07-03 17:41:40.604746758,M05,OP008,,14ga Steel,LOT-1042,Dimensional,6,11,bad material,MATERIAL_DEFECT,3.86,54.77,351.78
SCRAP-3907,WO-14240,INSP-4583,2024-07-03 11:07:27.893570805,M01,OP009,Shift A,16ga Steel,LOT-1159,Surface Scratch,1,1,MACHINE_ISSUE,MACHINE_ISSUE,7.99,37.96,45.95
SCRAP-3908,WO-14242,INSP-4585,2024-07-03 11:59:59.948289963,M05,OP009,Shift A,Aluminum 5052,LOT-1087,Surface Scratch,13,2,bad material,MATERIAL_DEFECT,1.69,14.14,205.79
SCRAP-3909,WO-14243,INSP-4586,2024-07-03 08:44:38.508345943,M07,OP019,Shift A,16ga Steel,LOT-1131,Burr,10,16,Mach Issue,MACHINE_ISSUE,8.38,42.64,510.2
SCRAP-3910,WO-14244,INSP-4587,2024-07-03 12:37:32.824028337,M01,OP013,Shift A,16ga Steel,LOT-1320,Burr,6,3,Material Defect,MATERIAL_DEFECT,4.65,32.33,221.88
SCRAP-3911,WO-14244,INSP-4588,2024-07-03 12:47:32.824028337,M01,OP013,Shift A,16ga Steel,LOT-1320,Burr,8,1,equipment failure,MACHINE_ISSUE,4.36,16.51,166.96
SCRAP-3912,WO-14245,INSP-4589,2024-07-04 21:03:31.246605870,M01,OP008,Shift B,Aluminum 5052,LOT-1138,Surface Scratch,19,12,machine issue,MACHINE_ISSUE,9.88,19.74,562.78
SCRAP-3913,WO-14245,INSP-4590,2024-07-04 21:13:31.246605870,M01,OP008,Shift B,Aluminum 5052,LOT-1138,Surface Scratch,18,13,Material Defect,MATERIAL_DEFECT,17.7,13.8,567.0
SCRAP-3914,WO-14246,INSP-4591,2024-07-04 21:12:13.906867747,M02,OP003,Shift B,Stainless 304,LOT-1188,Incorrect Material,7,3,Operator Error,OPERATOR_ERROR,1.87,26.97,201.88
SCRAP-3915,WO-14246,INSP-4592,2024-07-04 21:42:13.906867747,M02,OP003,Shift B,Stainless 304,LOT-1188,Incorrect Material,7,3,Setup Error,SETUP_ERROR,2.55,40.98,304.71
SCRAP-3916,WO-14248,INSP-4594,2024-07-04 10:14:14.591355060,M01,OP015,Shift A,Aluminum 5052,LOT-1379,Burr,20,2,material defect,MATERIAL_DEFECT,8.4,8.92,346.4
SCRAP-3917,WO-14248,INSP-4595,2024-07-04 10:50:14.591355060,M01,OP015,Shift A,Aluminum 5052,LOT-1379,Burr,18,4,Incoming Defect,MATERIAL_DEFECT,5.2,22.48,498.24
SCRAP-3918,WO-14249,INSP-4596,2024-07-04 10:53:47.149193034,M04,OP019,Shift A,"1/4"" Plate",LOT-1446,Burr,16,5,Machine Issue,MACHINE_ISSUE,3.11,18.44,344.8
SCRAP-3919,WO-14250,INSP-4597,2024-07-04 15:39:58.496359672,M07,OP010,,Stainless 304,LOT-1371,Surface Scratch,3,4,Machine Issue,MACHINE_ISSUE,1.64,39.23,122.61
SCRAP-3920,WO-14251,INSP-4598,2024-07-04 18:23:46.070816463,M07,OP007,Shift B,"3/8"" Plate",LOT-1092,Burr,1,2,op err,OPERATOR_ERROR,5.6,23.44,29.04
SCRAP-3921,WO-14252,INSP-4599,2024-07-04 20:21:10.096128500,M05,OP016,Shift B,14ga Steel,LOT-1304,Dimensional,18,20,human error,OPERATOR_ERROR,7.04,23.68,552.96
